
NODES = 50
4137 43 11
4138 11 43
4139 43 12
4140 12 43
4141 43 13
4142 13 43
4143 43 14
4144 14 43
4145 43 15
4146 15 43
4147 43 16
4148 16 43
4149 43 17
4150 17 43
4151 43 18
4152 18 43
4153 43 19
4154 19 43
4155 43 20
4156 20 43
4157 43 21
4158 21 43
4159 43 22
4160 22 43
4161 43 23
4162 23 43
4163 43 24
4164 24 43
4165 43 25
4166 25 43
4167 43 26
4168 26 43
4169 43 27
4170 27 43
4171 43 28
4172 28 43
4173 43 29
4174 29 43
4175 43 30
4176 30 43
4177 43 31
4178 31 43
4179 43 32
4180 32 43
4181 43 33
4182 33 43
4183 43 34
4184 34 43
4185 43 35
4186 35 43
4187 43 36
4188 36 43
4189 43 37
4190 37 43
4191 43 38
4192 38 43
4193 43 39
4194 39 43
4195 43 40
4196 40 43
4197 43 41
4198 41 43
4199 43 42
4200 42 43
4201 43 44
4202 44 43
4203 43 45
4204 45 43
4205 43 46
4206 46 43
4207 43 47
4208 47 43
4209 43 48
4210 48 43
4211 43 49
4212 49 43
4213 43 50
4214 50 43
4215 44 1
4216 1 44
4217 44 2
4218 2 44
4219 44 3
4220 3 44
4221 44 4
4222 4 44
4223 44 5
4224 5 44
4225 44 6
4226 6 44
4227 44 7
4228 7 44
4229 44 8
4230 8 44
4231 44 9
4232 9 44
4233 44 10
4234 10 44
4235 44 11
4236 11 44
4237 44 12
4238 12 44
4239 44 13
4240 13 44
4241 44 14
4242 14 44
4243 44 15
4244 15 44
4245 44 16
4246 16 44
4247 44 17
4248 17 44
4249 44 18
4250 18 44
4251 44 19
4252 19 44
4253 44 20
4254 20 44
4255 44 21
4256 21 44
4257 44 22
4258 22 44
4259 44 23
4260 23 44
4261 44 24
4262 24 44
4263 44 25
4264 25 44
4265 44 26
4266 26 44
4267 44 27
4268 27 44
4269 44 28
4270 28 44
4271 44 29
4272 29 44
4273 44 30
4274 30 44
4275 44 31
4276 31 44
4277 44 32
4278 32 44
4279 44 33
4280 33 44
4281 44 34
4282 34 44
4283 44 35
4284 35 44
4285 44 36
4286 36 44
4287 44 37
4288 37 44
4289 44 38
4290 38 44
4291 44 39
4292 39 44
4293 44 40
4294 40 44
4295 44 41
4296 41 44
4297 44 42
4298 42 44
4299 44 43
4300 43 44
4301 44 45
4302 45 44
4303 44 46
4304 46 44
4305 44 47
4306 47 44
4307 44 48
4308 48 44
4309 44 49
4310 49 44
4311 44 50
4312 50 44
4313 45 1
4314 1 45
4315 45 2
4316 2 45
4317 45 3
4318 3 45
4319 45 4
4320 4 45
4321 45 5
4322 5 45
4323 45 6
4324 6 45
4325 45 7
4326 7 45
4327 45 8
4328 8 45
4329 45 9
4330 9 45
4331 45 10
4332 10 45
4333 45 11
4334 11 45
4335 45 12
4336 12 45
4337 45 13
4338 13 45
4339 45 14
4340 14 45
4341 45 15
4342 15 45
4343 45 16
4344 16 45
4345 45 17
4346 17 45
4347 45 18
4348 18 45
4349 45 19
4350 19 45
4351 45 20
4352 20 45
4353 45 21
4354 21 45
4355 45 22
4356 22 45
4357 45 23
4358 23 45
4359 45 24
4360 24 45
4361 45 25
4362 25 45
4363 45 26
4364 26 45
4365 45 27
4366 27 45
4367 45 28
4368 28 45
4369 45 29
4370 29 45
4371 45 30
4372 30 45
4373 45 31
4374 31 45
4375 45 32
4376 32 45
4377 45 33
4378 33 45
4379 45 34
4380 34 45
4381 45 35
4382 35 45
4383 45 36
4384 36 45
4385 45 37
4386 37 45
4387 45 38
4388 38 45
4389 45 39
4390 39 45
4391 45 40
4392 40 45
4393 45 41
4394 41 45
4395 45 42
4396 42 45
4397 45 43
4398 43 45
4399 45 44
4400 44 45
4401 45 46
4402 46 45
4403 45 47
4404 47 45
4405 45 48
4406 48 45
4407 45 49
4408 49 45
4409 45 50
4410 50 45
4411 46 1
4412 1 46
4413 46 2
4414 2 46
4415 46 3
4416 3 46
4417 46 4
4418 4 46
4419 46 5
4420 5 46
4421 46 6
4422 6 46
4423 46 7
4424 7 46
4425 46 8
4426 8 46
4427 46 9
4428 9 46
4429 46 10
4430 10 46
4431 46 11
4432 11 46
4433 46 12
4434 12 46
4435 46 13
4436 13 46
4437 46 14
4438 14 46
4439 46 15
4440 15 46
4441 46 16
4442 16 46
4443 46 17
4444 17 46
4445 46 18
4446 18 46
4447 46 19
4448 19 46
4449 46 20
4450 20 46
4451 46 21
4452 21 46
4453 46 22
4454 22 46
4455 46 23
4456 23 46
4457 46 24
4458 24 46
4459 46 25
4460 25 46
4461 46 26
4462 26 46
4463 46 27
4464 27 46
4465 46 28
4466 28 46
4467 46 29
4468 29 46
4469 46 30
4470 30 46
4471 46 31
4472 31 46
4473 46 32
4474 32 46
4475 46 33
4476 33 46
4477 46 34
4478 34 46
4479 46 35
4480 35 46
4481 46 36
4482 36 46
4483 46 37
4484 37 46
4485 46 38
4486 38 46
4487 46 39
4488 39 46
4489 46 40
4490 40 46
4491 46 41
4492 41 46
4493 46 42
4494 42 46
4495 46 43
4496 43 46
4497 46 44
4498 44 46
4499 46 45
4500 45 46
4501 46 47
4502 47 46
4503 46 48
4504 48 46
4505 46 49
4506 49 46
4507 46 50
4508 50 46
4509 47 1
4510 1 47
4511 47 2
4512 2 47
4513 47 3
4514 3 47
4515 47 4
4516 4 47
4517 47 5
4518 5 47
4519 47 6
4520 6 47
4521 47 7
4522 7 47
4523 47 8
4524 8 47
4525 47 9
4526 9 47
4527 47 10
4528 10 47
4529 47 11
4530 11 47
4531 47 12
4532 12 47
4533 47 13
4534 13 47
4535 47 14
4536 14 47
4537 47 15
4538 15 47
4539 47 16
4540 16 47
4541 47 17
4542 17 47
4543 47 18
4544 18 47
4545 47 19
4546 19 47
4547 47 20
4548 20 47
4549 47 21
4550 21 47
4551 47 22
4552 22 47
4553 47 23
4554 23 47
4555 47 24
4556 24 47
4557 47 25
4558 25 47
4559 47 26
4560 26 47
4561 47 27
4562 27 47
4563 47 28
4564 28 47
4565 47 29
4566 29 47
4567 47 30
4568 30 47
4569 47 31
4570 31 47
4571 47 32
4572 32 47
4573 47 33
4574 33 47
4575 47 34
4576 34 47
4577 47 35
4578 35 47
4579 47 36
4580 36 47
4581 47 37
4582 37 47
4583 47 38
4584 38 47
4585 47 39
4586 39 47
4587 47 40
4588 40 47
4589 47 41
4590 41 47
4591 47 42
4592 42 47
4593 47 43
4594 43 47
4595 47 44
4596 44 47
4597 47 45
4598 45 47
4599 47 46
4600 46 47
4601 47 48
4602 48 47
4603 47 49
4604 49 47
4605 47 50
4606 50 47
4607 48 1
4608 1 48
4609 48 2
4610 2 48
4611 48 3
4612 3 48
4613 48 4
4614 4 48
4615 48 5
4616 5 48
4617 48 6
4618 6 48
4619 48 7
4620 7 48
4621 48 8
4622 8 48
4623 48 9
4624 9 48
4625 48 10
4626 10 48
4627 48 11
4628 11 48
4629 48 12
4630 12 48
4631 48 13
4632 13 48
4633 48 14
4634 14 48
4635 48 15
4636 15 48
4637 48 16
4638 16 48
4639 48 17
4640 17 48
4641 48 18
4642 18 48
4643 48 19
4644 19 48
4645 48 20
4646 20 48
4647 48 21
4648 21 48
4649 48 22
4650 22 48
4651 48 23
4652 23 48
4653 48 24
4654 24 48
4655 48 25
4656 25 48
4657 48 26
4658 26 48
4659 48 27
4660 27 48
4661 48 28
4662 28 48
4663 48 29
4664 29 48
4665 48 30
4666 30 48
4667 48 31
4668 31 48
4669 48 32
4670 32 48
4671 48 33
4672 33 48
4673 48 34
4674 34 48
4675 48 35
4676 35 48
4677 48 36
4678 36 48
4679 48 37
4680 37 48
4681 48 38
4682 38 48
4683 48 39
4684 39 48
4685 48 40
4686 40 48
4687 48 41
4688 41 48
4689 48 42
4690 42 48
4691 48 43
4692 43 48
4693 48 44
4694 44 48
4695 48 45
4696 45 48
4697 48 46
4698 46 48
4699 48 47
4700 47 48
4701 48 49
4702 49 48
4703 48 50
4704 50 48
4705 49 1
4706 1 49
4707 49 2
4708 2 49
4709 49 3
4710 3 49
4711 49 4
4712 4 49
4713 49 5
4714 5 49
4715 49 6
4716 6 49
4717 49 7
4718 7 49
4719 49 8
4720 8 49
4721 49 9
4722 9 49
4723 49 10
4724 10 49
4725 49 11
4726 11 49
4727 49 12
4728 12 49
4729 49 13
4730 13 49
4731 49 14
4732 14 49
4733 49 15
4734 15 49
4735 49 16
4736 16 49
4737 49 17
4738 17 49
4739 49 18
4740 18 49
4741 49 19
4742 19 49
4743 49 20
4744 20 49
4745 49 21
4746 21 49
4747 49 22
4748 22 49
4749 49 23
4750 23 49
4751 49 24
4752 24 49
4753 49 25
4754 25 49
4755 49 26
4756 26 49
4757 49 27
4758 27 49
4759 49 28
4760 28 49
4761 49 29
4762 29 49
4763 49 30
4764 30 49
4765 49 31
4766 31 49
4767 49 32
4768 32 49
4769 49 33
4770 33 49
4771 49 34
4772 34 49
4773 49 35
4774 35 49
4775 49 36
4776 36 49
4777 49 37
4778 37 49
4779 49 38
4780 38 49
4781 49 39
4782 39 49
4783 49 40
4784 40 49
4785 49 41
4786 41 49
4787 49 42
4788 42 49
4789 49 43
4790 43 49
4791 49 44
4792 44 49
4793 49 45
4794 45 49
4795 49 46
4796 46 49
4797 49 47
4798 47 49
4799 49 48
4800 48 49
4801 49 50
4802 50 49
4803 50 1
4804 1 50
4805 50 2
4806 2 50
4807 50 3
4808 3 50
4809 50 4
4810 4 50
4811 50 5
4812 5 50
4813 50 6
4814 6 50
4815 50 7
4816 7 50
4817 50 8
4818 8 50
4819 50 9
4820 9 50
4821 50 10
4822 10 50
4823 50 11
4824 11 50
4825 50 12
4826 12 50
4827 50 13
4828 13 50
4829 50 14
4830 14 50
4831 50 15
4832 15 50
4833 50 16
4834 16 50
4835 50 17
4836 17 50
4837 50 18
4838 18 50
4839 50 19
4840 19 50
4841 50 20
4842 20 50
4843 50 21
4844 21 50
4845 50 22
4846 22 50
4847 50 23
4848 23 50
4849 50 24
4850 24 50
4851 50 25
4852 25 50
4853 50 26
4854 26 50
4855 50 27
4856 27 50
4857 50 28
4858 28 50
4859 50 29
4860 29 50
4861 50 30
4862 30 50
4863 50 31
4864 31 50
4865 50 32
4866 32 50
4867 50 33
4868 33 50
4869 50 34
4870 34 50
4871 50 35
4872 35 50
4873 50 36
4874 36 50
4875 50 37
4876 37 50
4877 50 38
4878 38 50
4879 50 39
4880 39 50
4881 50 40
4882 40 50
4883 50 41
4884 41 50
4885 50 42
4886 42 50
4887 50 43
4888 43 50
4889 50 44
4890 44 50
4891 50 45
4892 45 50
4893 50 46
4894 46 50
4895 50 47
4896 47 50
4897 50 48
4898 48 50
4899 50 49
4900 49 50
